practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,registered_patient_count_source,registered_patient_count_source_url,registered_patient_count_snapshot,patient_survey_name,patient_survey_status,patient_survey_level,patient_survey_url,patient_survey_note,google_maps_query
ST MARKS DEE VIEW SURGERY,W91060,CH5 4PJ,"FRON ROAD, CONNAH'S QUAY, DEESIDE",01244 812003,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91060,2023-08-22,5380,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ST MARKS DEE VIEW SURGERY CH5 4PJ
THE QUAY HEALTH CENTRE,W91607,CH5 4PJ,"FRON ROAD, CONNAH'S QUAY, DEESIDE",01244 812217,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91607,2023-08-22,,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE QUAY HEALTH CENTRE CH5 4PJ
THE QUAY SURGERY,W91040,CH5 4PJ,"THE QUAY HEALTH CENTRE, FRON ROAD, DEESIDE",01244 814272,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91040,2023-08-22,9064,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE QUAY SURGERY CH5 4PJ
EYTON PLACE SURGERY,W91046,CH6 5ER,"FLINT HEALTH & WELLBEING CTR, EARL STREET, FLINT",0300 0859500,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91046,2023-08-22,4276,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",EYTON PLACE SURGERY CH6 5ER
THE LAURELS SURGERY,W91055,CH6 5ER,"EARL STREET, FLINT",0300 0859470,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91055,2023-08-22,6654,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE LAURELS SURGERY CH6 5ER
ALLT GOCH MEDICAL CENTRE,W91032,CH6 5UZ,"LON Y BECWS, FLINT",01352 732207,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91032,2023-08-22,5468,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ALLT GOCH MEDICAL CENTRE CH6 5UZ
PENDRE SURGERY,W91017,CH7 1SS,"CLAYTON ROAD, MOLD",01352 759163,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91017,2023-08-22,10601,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PENDRE SURGERY CH7 1SS
BRADLEY'S PRACTICE,W00076,CH7 3PG,"BUCKLEY MEDICAL CENTRE, ALLTAMI ROAD, BUCKLEY",0345 9007851,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W00076,2023-08-22,17632,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BRADLEY'S PRACTICE CH7 3PG
ROSENEATH MEDICAL PRACTICE,W91018,CH7 3PG,"BUCKLEY MEDICAL CENTRE, ALLTAMI ROAD, BUCKLEY",01244 550555,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91018,2023-08-22,10226,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ROSENEATH MEDICAL PRACTICE CH7 3PG
LEESWOOD SURGERY,W91044,CH7 4RQ,"QUEEN STREET, LEESWOOD, MOLD",01352 770212,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91044,2023-08-22,2293,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",LEESWOOD SURGERY CH7 4RQ
BODOWEN SURGERY,W91029,CH8 7GA,"HALKYN ROAD, HOLYWELL",01352 710529,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91029,2023-08-22,8226,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BODOWEN SURGERY CH8 7GA
PENDRE SURGERY,W91005,CH8 7RS,"COLESHILL STREET, HOLYWELL",01352 746131,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91005,2023-08-22,10371,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PENDRE SURGERY CH8 7RS
PENNANT SURGERY,W91037,CH8 7TR,"BAGILLT STREET, OFF HIGH STREET, HOLYWELL",01352 716766,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91037,2023-08-22,2313,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PENNANT SURGERY CH8 7TR
PANTON SURGERY,W91636,CH8 7TZ,"HALKYN ROAD, FLINTSHIRE, HOLYWELL",01352 718364,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91636,2023-08-22,3379,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PANTON SURGERY CH8 7TZ
WYE VALLEY PRACTICE,W93019,GL15 6TN,"SMITHVILLE CLOSE, ST. BRIAVELS, LYDNEY",01594 530334,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W93019,2025-12-02,5279,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",WYE VALLEY PRACTICE GL15 6TN
LLANDRINDOD WELLS MEDICAL PRACTICE,W96013,LD1 5ES,"SPA ROAD EAST, LLANDRINDOD WELLS",01597 824291,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W96013,2023-08-22,10872,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",LLANDRINDOD WELLS MEDICAL PRACTICE LD1 5ES
MAESYCOED,W96007,LD2 3DZ,"BUILTH WELLS MEDICAL PRACTICE, GLANDWR PARK, BUILTH WELLS",01982 552207,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W96007,2023-08-22,7605,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MAESYCOED LD2 3DZ
HAYGARTH MEDICAL CENTRE,W96017,LD3 0AW,"HAY ROAD, TALGARTH, BRECON",01874 713000,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W96017,2023-08-22,8696,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",HAYGARTH MEDICAL CENTRE LD3 0AW
BRECON MEDICAL FACILITY,W00199,LD3 7RA,"DERING LINES, BRECON",01874 613554,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W00199,2023-08-22,,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BRECON MEDICAL FACILITY LD3 7RA
TY HENRY VAUGHAN,W96003,LD3 8AH,"BRIDGE STREET, BRECON",01874 622121,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W96003,2023-08-22,15363,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",TY HENRY VAUGHAN LD3 8AH
RHAYADER GROUP PRACTICE,W96006,LD6 5ED,"CAEHERBERT LANE, RHAYADER",01597 810231,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W96006,2023-08-22,3302,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",RHAYADER GROUP PRACTICE LD6 5ED
WYLCWM STREET SURGERY,W96004,LD7 1AD,"WYLCWM STREET, KNIGHTON",01547 528523,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W96004,2023-08-22,4672,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",WYLCWM STREET SURGERY LD7 1AD
PRESTEIGNE MEDICAL PRACTICE,W96438,LD8 2RJ,"LUGG VIEW, PRESTEIGNE",01544 267985,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W96438,2023-08-22,3569,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PRESTEIGNE MEDICAL PRACTICE LD8 2RJ
STRATHMORE MEDICAL PRACTICE,W91004,LL11 2SA,"26-28 CHESTER ROAD, WREXHAM",01978 352055,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91004,2023-08-22,14259,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",STRATHMORE MEDICAL PRACTICE LL11 2SA
CARITAS SURGERY,W00007,LL11 3NS,"THE HEALTH CENTRE SMITHY, COEDPOETH, WREXHAM",01978 720450,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W00007,2023-08-22,8414,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",CARITAS SURGERY LL11 3NS
THE HEALTH CENTRE,W91056,LL11 3NS,"COEDPOETH HEALTH CENTRE, SMITHY ROAD, WREXHAM",01978 720011,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91056,2023-08-22,8932,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE HEALTH CENTRE LL11 3NS
BRYN DARLAND SURGERY,W91016,LL11 3SA,"53 HIGH STREET, COEDPOETH, WREXHAM",01978 720285,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91016,2023-08-22,5922,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BRYN DARLAND SURGERY LL11 3SA
PEN Y MAES HEALTH CENTRE,W91006,LL11 4UF,"BEECH STREET, SUMMERHILL, WREXHAM",01978 756370,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91006,2023-08-22,7556,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PEN Y MAES HEALTH CENTRE LL11 4UF
FORGE ROAD SURGERY,W91020,LL11 5RR,"FORGE ROAD, SOUTHSEA, WREXHAM",01978 758311,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W91020,2023-08-22,,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",FORGE ROAD SURGERY LL11 5RR
