practice_name,canonical_code,postcode,street_address,latitude,longitude,telephone,website_url,accepting_new_patients,gtd_managed,gtd_site_name,gtd_site_url,nearby_to_gtd_anchors,nearby_anchor_count,source_search_centers,source_search_center_count,min_distance_to_gtd_anchor_miles,management_company_name,management_company_source,management_company_confidence,management_company_domain,management_company_group_size,google_review_score,google_review_count,google_review_source_note,google_review_source_url,google_maps_title,google_maps_match_score,google_recent_reviews_captured,google_review_text_file,trustpilot_score,trustpilot_review_count,trustpilot_source_url,nhs_profile_url
Woodside Medical Centre,P86012,M24 5QL,"247J Wood Street, Middleton, Langley, Manchester, Lancashire",53.5564,-2.21327,01616439244,http://www.woodsidemedicalcentre.co.uk/,True,False,,,Charlestown Medical Practice,1,"Charlestown Medical Practice, Prestwich supplemental search, Rochdale central supplemental search, Whitefield supplemental search",4,2.574,,,,,,2.1,75,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Woodside+Medical+Centre/@53.5565777,-2.2137017,17z/data=!4m8!3m7!1s0x487bba63a0681eef:0xa1a25bea1a63166d!8m2!3d53.5565777!4d-2.2137017!9m1!1b1!16s%2Fg%2F1thl4zzk?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Woodside Medical Centre,1.0,10,google-review-texts/P86012-woodside-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/woodside-medical-centre/P86012
Windermere Surgery,P86620,M24 5WF,"109-111 Windermere Road, Middleton, Manchester, Lancashire",53.5598,-2.20604,01616676609,https://windermereroadsurgery.co.uk,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice",2,"Charlestown Medical Practice, Lindley Medical Practice, Rochdale central supplemental search, Whitefield supplemental search",4,2.688,,,,,,2.6,28,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/Windermere+Road+Doctors+Surgery/@53.5596373,-2.2056504,17z/data=!4m8!3m7!1s0x487bba6600feeb19:0xaa3843413ab37e5b!8m2!3d53.5596373!4d-2.2056504!9m1!1b1!16s%2Fg%2F1tkf0j8l?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Windermere Road Doctors Surgery,0.333,10,google-review-texts/P86620-windermere-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/windermere-surgery/P86620
Durnford Medical Centre,P86019,M24 6DL,"113 Long Street, Middleton, Manchester, Greater Manchester",53.554,-2.19702,0161 643 2011,http://www.durnfordmc.nhs.uk/,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice, Simpson Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Rochdale central supplemental search, Simpson Medical Practice, Whitefield supplemental search",5,2.209,,,,,,2.9,72,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Durnford+Medical+Centre/@53.5530983,-2.1978879,17z/data=!4m8!3m7!1s0x487bba720bc15037:0x91d606b5bbdbbebc!8m2!3d53.5530983!4d-2.1978879!9m1!1b1!16s%2Fg%2F1tfll_01?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Durnford Medical Centre,1.0,10,google-review-texts/P86019-durnford-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/durnford-medical-centre/P86019
St Gabriel's Medical Centre,P83025,M25 0HT,"4 Bishops Road, Prestwich, Manchester, Lancashire",53.5208,-2.26578,01617731791,https://www.stgabrielsmc.nhs.uk,True,False,,,Simpson Medical Practice,1,"Prestwich supplemental search, Radcliffe supplemental search, Simpson Medical Practice, Swinton supplemental search, Whitefield supplemental search",5,2.823,,,,,,2.6,77,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/St+Gabriels+Medical+Centre/@53.5206893,-2.2652098,17z/data=!4m8!3m7!1s0x487bb01f891ea4b9:0xc9ac76f8a2fb7d2c!8m2!3d53.5206893!4d-2.2652098!9m1!1b1!16s%2Fg%2F1tdvzfm_?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",St Gabriels Medical Centre,1.0,10,google-review-texts/P83025-st-gabriels-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/st-gabriel-s-medical-centre/P83025
Fairfax Group Practice,P83001,M25 1BT,"Prestwich Health Centre, Fairfax Road, Prestwich, Manchester, Lancashire",53.5338,-2.28356,01617732483,https://www.fairfaxgrouppractice.nhs.uk/,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,2.7,105,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Fairfax+Group+Practice/@53.5337944,-2.2880334,17z/data=!3m1!5s0x487baff08a687405:0x9a2a77b0ff0cefdc!4m12!1m2!2m1!1sFairfax+Group+Practice+M25+1BT!3m8!1s0x487baff0f76316c7:0x4481a2fc8f85cf27!8m2!3d53.5337944!4d-2.2835273!9m1!1b1!15sCh5GYWlyZmF4IEdyb3VwIFByYWN0aWNlIE0yNSAxQlRaICIeZmFpcmZheCBncm91cCBwcmFjdGljZSBtMjUgMWJ0kgEVcHVibGljX21lZGljYWxfY2VudGVy4AEA!16s%2Fg%2F1hc147f8j?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Fairfax Group Practice,1.0,,,,,,https://www.nhs.uk/services/gp-surgery/fairfax-group-practice/P83001
Longfield Medical Practice,P83623,M25 1BT,"Prestwich Health Centre, Fairfax Road, Prestwich, Manchester, Lancashire",53.5338,-2.28356,01617730494,www.longfieldmedicalpractice.co.uk,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,3.3,54,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Longfield+Medical+Practice/@53.5335586,-2.2839648,17z/data=!4m8!3m7!1s0x487baff08b02887b:0xe0bcce093eb2b0d9!8m2!3d53.5335586!4d-2.2839648!9m1!1b1!16s%2Fg%2F1tmgbzxn?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Longfield Medical Practice,1.0,10,google-review-texts/P83623-longfield-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/longfield-medical-practice/P83623
Whittaker Lane Med Centre,P83605,M25 1EX,"Daisy Bank, Whittaker Lane, Prestwich, Manchester, Greater Manchester",53.5285,-2.26865,01617731580,https://www.wlmc.co.uk,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,2.6,102,Google Maps direct search,"https://www.google.com/maps/place/Whittaker+Lane+Medical+Centre/@53.5290784,-2.2691614,17z/data=!3m1!4b1!4m6!3m5!1s0x487bafabd72da45d:0xa9c847cda34cbdf!8m2!3d53.5290784!4d-2.2691614!16s%2Fg%2F1tyywns9?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Whittaker Lane Medical Centre,0.667,,,,,,https://www.nhs.uk/services/gp-surgery/whittaker-lane-med-centre/P83605
Greyland Medical Centre,P83027,M25 1NL,"468 Bury Old Road, Prestwich, Manchester, Lancashire",53.5377,-2.27616,01617989818,,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,3.0,14,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Greyland+Medical+Centre/@53.5374139,-2.2754538,17z/data=!4m8!3m7!1s0x487baffeb109fdfd:0xfb81a6df174b5e99!8m2!3d53.5374139!4d-2.2754538!9m1!1b1!16s%2Fg%2F1vwlnph2?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Greyland Medical Centre,1.0,10,google-review-texts/P83027-greyland-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/greyland-medical-centre/P83027
The Birches Medical Centre,P83609,M25 2GN,"42 Polefield Road, Prestwich, Manchester, Lancashire",53.5384,-2.27108,01617733037,http://www.thebirchesmedicalcentre.co.uk/,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,3.3,58,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Birches+Medical+Centre/@53.5388369,-2.2708323,17z/data=!4m8!3m7!1s0x487bafffb3667c91:0x2e560c4cf2959bb3!8m2!3d53.5388369!4d-2.2708323!9m1!1b1!16s%2Fg%2F1ts2ztw5?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Birches Medical Centre,1.0,10,google-review-texts/P83609-the-birches-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/the-birches-medical-centre/P83609
Monarch Medical Centre,P83010,M26 2QZ,"65 Cross Lane, Radcliffe, Manchester, Lancashire",53.5642,-2.31681,01617230123,https://www.monarchmc.nhs.uk/,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Whitefield supplemental search",3,,,,,,,2.5,46,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Monarch+Medical+Centre/@53.5647543,-2.3158357,17z/data=!4m8!3m7!1s0x487ba50cee7b0557:0xab12f4e1d816922!8m2!3d53.5647543!4d-2.3158357!9m1!1b1!16s%2Fg%2F1v3lphg_?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Monarch Medical Centre,1.0,10,google-review-texts/P83010-monarch-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/monarch-medical-centre/P83010
RADCLIFFE MEDICAL PRACTICE,P83007,M26 2SP,"69 Church Street West, Radcliffe, Manchester, Greater Manchester",53.5602,-2.32362,01617242062,http://www.radcliffemp.nhs.uk/,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,3.6,149,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Radcliffe+Medical+Practice/@53.5607628,-2.3231403,17z/data=!4m8!3m7!1s0x487ba5757206a1b1:0x5945cf59387b152e!8m2!3d53.5607628!4d-2.3231403!9m1!1b1!16s%2Fg%2F1pxq2tf74?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Radcliffe Medical Practice,1.0,10,google-review-texts/P83007-radcliffe-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/radcliffe-medical-practice/P83007
Red Bank Group Practice,P83603,M26 2SP,"Radcliffe Primary Care Centre, 69 Church Street West, Radcliffe, Manchester, Lancashire",53.5602,-2.32362,01613837128,https://www.redbankgrouppractice.nhs.uk,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,2.6,115,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/Redbank+Group+Practice/@53.5606766,-2.3279142,17z/data=!4m12!1m2!2m1!1sRed+Bank+Group+Practice+M26+2SP!3m8!1s0x487ba57516b45a67:0xd1e8f1e50f87dd78!8m2!3d53.5606766!4d-2.3231506!9m1!1b1!15sCh9SZWQgQmFuayBHcm91cCBQcmFjdGljZSBNMjYgMlNQkgEVcHVibGljX21lZGljYWxfY2VudGVy4AEA!16s%2Fg%2F1hc2llwzv?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Redbank Group Practice,,10,google-review-texts/P83603-red-bank-group-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/red-bank-group-practice/P83603
Rock@Radcliffe,Y02755001,M26 2SP,"Radcliffe Primary Care Centre, 69 Church Street West, Radcliffe, Manchester, Lancashire",53.5602,-2.32362,0161 447 9820,http://www.rockhealthcare.co.uk,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,1.5,45,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Rock+Healthcare/@53.5608367,-2.3230988,17z/data=!4m8!3m7!1s0x487ba5757af15553:0x5a0f7c53c5b71360!8m2!3d53.5608367!4d-2.3230988!9m1!1b1!16s%2Fg%2F1hc299z35?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Rock Healthcare,0.5,10,google-review-texts/Y02755001-rock-radcliffe.txt,,,,https://www.nhs.uk/services/gp-surgery/rock@radcliffe/Y02755001
Tower Family Healthcare - Spring Lane,P83012001,M26 2TQ,"15-17 Spring Lane, Radcliffe, Manchester, Greater Manchester",53.563,-2.32696,01204885106,https://towerfamilyhealthcare.co.uk/,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Whitefield supplemental search",3,,Tower Family Healthcare,nhs_website_domain_known_group,high,towerfamilyhealthcare.co.uk,4,3.9,61,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Tower+Family+Healthcare+-+Spring+Lane/@53.5628836,-2.3276875,17z/data=!4m8!3m7!1s0x487ba5a1d4b1f61d:0x203d4e97242ee707!8m2!3d53.5628836!4d-2.3276875!9m1!1b1!16s%2Fg%2F1tctr6bk?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Tower Family Healthcare - Spring Lane,1.0,10,google-review-texts/P83012001-tower-family-healthcare-spring-lane.txt,,,,https://www.nhs.uk/services/gp-surgery/tower-family-healthcare-spring-lane/P83012001
The Sides Medical Practice,P87016,M27 0EW,"Moorside Road, Swinton, Manchester, Lancashire",53.5059,-2.35422,01617941604,https://www.sidesmc.nhs.uk/,True,False,,,,0,"Little Hulton supplemental search, Radcliffe supplemental search, Swinton supplemental search",3,,,,,,,4.5,285,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Sides+Medical+Centre/@53.5048064,-2.3543905,17z/data=!4m8!3m7!1s0x487baf24f281ea33:0xd5fb08d2147358b6!8m2!3d53.5048064!4d-2.3543905!9m1!1b1!16s%2Fg%2F1thk88_c?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Sides Medical Centre,1.0,10,google-review-texts/P87016-the-sides-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-sides-medical-practice/P87016
The Poplars Medical Practice,P87002,M27 0NA,"202 Partington Lane, Swinton, Manchester, Greater Manchester",53.5106,-2.3417,01617946237,,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search",3,,,,,,,4.1,235,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Poplars+Medical+Centre/@53.5107477,-2.3416467,17z/data=!3m1!5s0x487baf171c2757ef:0x5a6da1427065959!4m8!3m7!1s0x487baf171eae0b17:0x985e0e363dea86bb!8m2!3d53.5107477!4d-2.3416467!9m1!1b1!16s%2Fg%2F11bw_6m60n?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Poplars Medical Centre,1.0,10,google-review-texts/P87002-the-poplars-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-poplars-medical-practice/P87002
The Lakes Medical Practice,P87025,M27 4AF,"21 Chorley Road, Swinton, Manchester, Lancashire",53.5092,-2.33371,01617275241,https://www.thelakesmedicalcentre.co.uk/,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,2.7,138,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Lakes+Medical+Practice/@53.5082495,-2.3327178,17z/data=!4m8!3m7!1s0x487baf101a82e37f:0x2a05c5c388e9a78a!8m2!3d53.5082495!4d-2.3327178!9m1!1b1!16s%2Fg%2F1hcbkkrzn?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Lakes Medical Practice,1.0,10,google-review-texts/P87025-the-lakes-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-lakes-medical-practice/P87025
Silverdale Medical Practice,P87019,M27 8HP,"Pendlebury Health Centre, 659 Bolton Road, Pendlebury, Manchester, Greater Manchester",53.5188,-2.33146,01619830940,https://www.silverdalemedicalpractice.nhs.uk,True,False,,,,0,"Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",4,,,,,,,2.7,102,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Silverdale+Medical+Practice/@53.5186918,-2.3315061,17z/data=!4m8!3m7!1s0x487baf0d31099f21:0x8acdc2e60e6df5da!8m2!3d53.5186918!4d-2.3315061!9m1!1b1!16s%2Fg%2F12hqtrzsk?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Silverdale Medical Practice,1.0,10,google-review-texts/P87019-silverdale-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/silverdale-medical-practice/P87019
Salford Primary Care Together - Little Hulton,Y00445002,M28 0AY,"Little Hulton Health Centre, Haysbrook Avenue, Worsley, Manchester, Greater Manchester",53.5299,-2.42389,01619830600,http://www.spctpractices.co.uk/,True,False,,,,0,Little Hulton supplemental search,1,,Salford Primary Care Together,nhs_website_domain_known_group,high,spctpractices.co.uk,4,2.7,132,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Salford+Primary+Care+Together+-+Little+Hulton/@53.4848311,-2.337804,17z/data=!4m8!3m7!1s0x487ba887b48fdb23:0x18243c9fab212c47!8m2!3d53.4848311!4d-2.337804!9m1!1b1!16s%2Fg%2F11bbrlnkzk?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Salford Primary Care Together - Little Hulton,1.0,10,google-review-texts/Y00445002-salford-primary-care-together-little-hulton.txt,,,,https://www.nhs.uk/services/gp-surgery/salford-primary-care-together-little-hulton/Y00445002
Cherry Medical Practice,P87630,M28 0BB,"Little Hulton Health Centre, 4 Longshaw Drive, Worsley, Manchester",53.5274,-2.41854,01619830210,http://www.cherrymedicalpractice.co.uk,True,False,,,,0,Little Hulton supplemental search,1,,,,,,,4.1,55,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Cherry+Medical+Practice/@53.5293645,-2.4216289,17z/data=!4m8!3m7!1s0x487ba887b48fdb23:0x8611d667659f5a42!8m2!3d53.5293645!4d-2.4216289!9m1!1b1!16s%2Fg%2F1q5bll31l?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Cherry Medical Practice,1.0,10,google-review-texts/P87630-cherry-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/cherry-medical-practice/P87630
Dearden Avenue Medical Practice,P87625,M28 0BB,"Little Hulton Health Centre, 4 Longshaw Drive, Worsley, Manchester",53.5274,-2.41854,01619830011,https://www.deardenavenuemedicalpractice.nhs.uk/,True,False,,,,0,Little Hulton supplemental search,1,,,,,,,3.3,18,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dearden+Avenue+Medical+Practice/@53.5293119,-2.4216572,17z/data=!4m8!3m7!1s0x487ba883f067ac87:0x5eac8d9fd5322551!8m2!3d53.5293119!4d-2.4216572!9m1!1b1!16s%2Fg%2F1tf751rr?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Dearden Avenue Medical Practice,1.0,10,google-review-texts/P87625-dearden-avenue-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/dearden-avenue-medical-practice/P87625
Manchester Road East Medical Practice,P87661,M28 0BB,"Little Hulton Health Centre, 4 Longshaw Drive, Worsley, Manchester",53.5274,-2.41854,01617993233,https://mremedicalpractice.co.uk,True,False,,,,0,Little Hulton supplemental search,1,,,,,,,3.5,20,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dr+MT+Khan-+Manchester+Road+East+Medical+Practice/@53.5292714,-2.4216301,17z/data=!4m8!3m7!1s0x487ba890f66e84d3:0xc82c14889b52fa00!8m2!3d53.5292714!4d-2.4216301!9m1!1b1!16s%2Fg%2F11j58dxlxq?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Dr MT Khan- Manchester Road East Medical Practice,0.5,10,google-review-texts/P87661-manchester-road-east-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/manchester-road-east-medical-practice/P87661
Salford Primary Care Together,Y00445,M28 0BB,"4 Longshaw Drive, Worsley, Manchester",53.5274,-2.41854,01619830600,http://www.spctpractices.co.uk/,True,False,,,,0,Little Hulton supplemental search,1,,Salford Primary Care Together,nhs_website_domain_known_group,high,spctpractices.co.uk,4,2.7,132,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Salford+Primary+Care+Together+-+Little+Hulton/@53.4848311,-2.3738529,14z/data=!4m12!1m2!2m1!1sSalford+Primary+Care+Together+M28+0BB!3m8!1s0x487ba887b48fdb23:0x18243c9fab212c47!8m2!3d53.4848311!4d-2.337804!9m1!1b1!15sCiVTYWxmb3JkIFByaW1hcnkgQ2FyZSBUb2dldGhlciBNMjggMEJCkgEObWVkaWNhbF9jbGluaWPgAQA!16s%2Fg%2F11bbrlnkzk?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Salford Primary Care Together - Little Hulton,0.667,10,google-review-texts/Y00445-salford-primary-care-together.txt,,,,https://www.nhs.uk/services/gp-surgery/salford-primary-care-together/Y00445
Orchard Medical Practice,P87627,M28 1LZ,"10 Leigh Road, Worsley, Boothstown, Manchester, Lancashire",53.5029,-2.42093,01617028579,https://www.orchard-medicalcentre.co.uk/,True,False,,,,0,"Little Hulton supplemental search, Swinton supplemental search",2,,,,,,,3.1,26,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Orchard+Medical+Centre/@53.5030098,-2.4212369,17z/data=!4m8!3m7!1s0x487ba8f9195a6f35:0x1c84794725e966a!8m2!3d53.5030098!4d-2.4212369!9m1!1b1!16s%2Fg%2F1hc4dxfdg?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Orchard Medical Centre,1.0,10,google-review-texts/P87627-orchard-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/orchard-medical-practice/P87627
Ellenbrook Medical Centre,P87624,M28 1PB,"14 Morston Close, Worsley, Manchester, Greater Manchester",53.5112,-2.41354,01617039091,http://www.ellenbrooksurgery.co.uk/,True,False,,,,0,"Little Hulton supplemental search, Swinton supplemental search",2,,,,,,,2.7,52,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Ellenbrook+Medical+Centre/@53.5113216,-2.4145621,17z/data=!4m8!3m7!1s0x487ba8f1ec053c53:0xf5651885243f43c4!8m2!3d53.5113216!4d-2.4145621!9m1!1b1!16s%2Fg%2F1td6g0gm?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Ellenbrook Medical Centre,1.0,10,google-review-texts/P87624-ellenbrook-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/ellenbrook-medical-centre/P87624
The Limes Medical Practice,P87017,M28 3AT,"8-12 Hodge Road, Walkden, Worsley, Manchester, Lancashire",53.5229,-2.39751,01617908621,http://www.thelimesmc.co.uk,True,False,,,,0,"Little Hulton supplemental search, Radcliffe supplemental search, Swinton supplemental search",3,,,,,,,3.1,33,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Limes+Medical+Centre/@53.5231379,-2.397544,17z/data=!4m8!3m7!1s0x487ba8be79889c0d:0xf43e581a0829ce02!8m2!3d53.5231379!4d-2.397544!9m1!1b1!16s%2Fg%2F1vn9nn3k?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Limes Medical Centre,1.0,10,google-review-texts/P87017-the-limes-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-limes-medical-practice/P87017
